,titulo,subtitulo,cuerpo,publicacion,actualizacion,url
10, La FDA anuncia una reunión con comité asesor para discutir solicitud de posible vacuna de Pfizer contra la COVID-19,"El comisionado de la FDA,  Stephen M. Hahn, ha asegurado que la evaluación de los datos para una posible vacuna COVID-19 será lo más abierto y transparente posible.  ","Conforme a los criterios deEl procedimiento ante la FDA se produce apenas días después de que Pfizer y su socia alemana BioNTech reportaran que sus ensayos a gran escala arrojaron una efectividad del 95% para impedir contagios de COVID-19, sin mayores preocupaciones de seguridad.Pfizer informó hoy que presentó una solicitud a la FDA para que le autoricen el uso de emergencia de su vacuna contra el COVID-19, un paso crucial para ofrecer una inmunización extendida que ayude a detener la pandemia.Se comunica también que dicha reunión será trasmitida por YouTube, Facebook y Twitter.“Aunque los miembros del Comité Asesor de Vacunas y Productos Biológicos Relacionados brindan asesoramiento a la agencia, que puede incluir consejos sobre los datos de seguridad y eficacia presentados en la solicitud de de autorización de uso de emergencia, la FDA toma las decisiones finales sobre si autorizar la vacuna para uso de emergencia”, se sentencia.“Se pueden agregar expertos adicionales con experiencia específica para reuniones individuales según sea necesario”, se puede leer.Se precisa que los comités incluyen un presidente, miembros con experiencia científica y de salud pública y representantes de los consumidores, la industria y un representante de pacientes (se aclara que esto último solo sucede a veces).En un comunicado publicado en su portal, la FDA asegura que tiene la intención de poner a disposición del público “los materiales de antecedentes, incluida la agenda de la reunión y la lista del comité, a más tardar dos días hábiles antes de la reunión”.“Si bien no podemos predecir cuánto tiempo llevará la revisión de la FDA, la solicitud se revisará lo más rápidamente posible, sin dejar de hacerlo de una manera exhaustiva y basada en la ciencia, para que podamos ayudar a poner a disposición una vacuna que el pueblo estadounidense merece tan pronto como sea posible”, precisó.De acuerdo a Hahn, la institución se ha estado “preparando para la revisión de las solicitudes de autorización de uso de emergencia para las candidatas a vacuna de la COVID-19 durante varios meses” y se asegura que se harán “tan pronto como se presente una solicitud”.“La FDA reconoce que la transparencia y el diálogo son fundamentales para que el público tenga confianza en las vacunas COVID-19. Quiero asegurarle al pueblo estadounidense que el proceso de la FDA y la evaluación de los datos para una posible vacuna COVID-19 será lo más abierto y transparente posible “, dijo el comisionado de la FDA, Stephen M. Hahn.La Administración de Alimentos y Medicamentos de Estados Unidos (FDA, por sus siglas en inglés) ha programado una reunión de su Comité Asesor de Vacunas y Productos Biológicos Relacionados para el próximo 10 de diciembre para discutir la solicitud de autorización de uso de emergencia de la posible vacuna contra la COVID-19 de Pfizer y BioNTech.",2020-11-20T19:20:02-05:00,Actualizado el 20/11/2020 a las 19:20 ,https://elcomercio.pe/tecnologia/ciencias/vacuna-covid-19-la-fda-anuncia-una-reunion-con-comite-asesor-para-discutir-solicitud-de-posible-vacuna-de-pfizer-contra-la-coronavirus-nndc-noticia/
11," Alianza Lima vs. Sport Boys EN VIVO: fecha, horarios y canales de TV para VER el partido por la Liga 1 Fase 2",Alianza Lima y Sport Boys disputan un partido clave en la lucha para mantenerse en la Primera División. Conoce todos los detalles del encuentro en esta nota.,"Conforme a los criterios deSport Boys: Jonathan Medina; Manuel Tejada, Paolo De La Haza, Benjamín Ampuero, Pedro García; Claudio Torrejón, Eduardo Uribe, Jesús Chávez, Luis Cáceres, Luis Ramírez; Sebastián Penco.Alianza Lima: Leao Butrón; Kluiverth Aguilar, Alberto Rodríguez, Aldair Salazar, Dylan Caro; Carlos Beltrán, Josepmir Ballón, Alexi Gómez, Oslimg Mora; Carlos Ascues y Patricio Rubio.El choque entre Alianza Lima y Sport Boys por la fecha 7 de Liga 1 2020 será transmitido por Gol Perú (canal 14 y 714 HD de Movistar). Asimismo, podrás seguir el minuto a minuto, estadísticas, goles y otras incidencias del cotejo a través de la web de El Comercio.La última vez que blanquiazules y rosados se vieron las caras en la Liga 1, el resultado terminó 1-1 con goles de Carlos Ascues y Sebastián Penco. El empate no les sirve esta vez a ninguno, si es que no quieren sufrir más de la cuenta a solo dos fechas para el final del torneo.Por su parte, los chalacos cayeron por goleada en sus dos últimas presentaciones (4-1 ante Melgar y 4-0 ante Carlos A. Mannucci), dejando atrás esa racha de tres triunfos consecutivos que lo pusieron como líder momentáneo en el Grupo B. El conjunto de Teddy Cardama suma 28 puntos en la tabla acumulada, solo dos más que Alianza Lima.El cuadro de Daniel Ahmed no la pasa bien en el torneo, ya que desde hace tres fechas no sabe lo que es ganar. Con solo cuatro puntos, los íntimos se ubican en el último lugar del Grupo B, complicándose en el acumulado. Las ausencias confirmadas para este importante encuentro son el mediocampista Rinaldo Cruzado y el delantero Gonzalo Sánchez, ambos por lesión.Alianza Lima vs. Sport Boys EN VIVO y EN DIRECTO por Fase 2 de la Liga 1. Blanquiazules y rosados tendrán un vibrante duelo por la fecha 7 del campeonato peruano este sábado 21 de noviembre. Ambas escuadras necesitan los tres puntos para alejarse de los puestos de descenso. El partido iniciará a las 3:30 p.m. (hora peruana) en el Estadio Iván Elías Moreno de Villa El Salvador. Sigue el minuto a minuto del choque a través de la web de El Comercio.",2020-11-20T19:19:45-05:00,Actualizado el 20/11/2020 a las 19:19 ,https://elcomercio.pe/respuestas/alianza-lima-vs-sport-boys-en-vivo-fecha-horarios-y-canales-de-tv-para-ver-el-partido-por-la-liga-1-fase-2-via-gol-peru-grupo-b-alineaciones-resumen-goles-sebastian-penco-carlos-ascues-revtli-noticia/
12, River Plate vs. Banfield EN VIVO: sigue MINUTO A MINUTO el duelo por la Copa de la Liga Profesional,River Plate vs. Banfield EN VIVO | ONLINE sigue el partido de la cuarta jornada de la Zona 3 de la Liga Profesional de Fútbol en el estadio Florencio Sola,"Conforme a los criterios deBanfield: Mauricio Arboleda: Emanuel Coronel, Alexis Maldonado, Luciano Lollo, Claudio Bravo; Jorge Rodríguez, Giuliano Galoppo, Mauricio Cuero, Martín Payero, Fabián Bordagaray; Agustín Fontana.River Plate: Enrique Bologna; Milton Casco, Robert Rojas, Javier Pinola o Bruno Zuculini, Fabrizio Angileri; Leonardo Ponzio, Santiago Sosa, Jorge Carrascal, Cristian Ferreira; Lucas Pratto y Lucas Beltrán.Fox Sports Premium es la señal habilitada para ver el partido por la Liga Profesional de Fútbol de Argentina que presentará a River Plate con el regreso de Ignacio Fernández y Rafael Santos Borré a la nómina de convocados.España – 1:30 a.m. (21 de noviembre)Brasil – 9:30 p.m.Uruguay – 9:30 p.m.Paraguay – 9:30 p.m.Chile – 9:30 p.m.Argentina – 9:30 p.m.Venezuela – 8:30 p.m.Bolivia – 8:30 p.m.Ecuador – 7:30 p.m.Colombia – 7:30 p.m.Perú – 7:30 p.m.México – 6:30 p.m.River Plate vs. Banfield EN VIVO | Juegan por la cuarta jornada de la Zona 3 de la Copa de la Liga Profesional de Fútbol de Argentina desde el estadio Florencio Sola. El juego está pactado para las 7:30 p.m. (hora peruana) y será transmitido por Fox Sports. Asimismo, El Comercio ofrece la mejor cobertura del evento con videos de los goles, fotos y minuto a minuto.",2020-11-20T19:17:59-05:00,Actualizado el 20/11/2020 a las 19:17 ,https://elcomercio.pe/deporte-total/futbol-mundial/fox-sports-en-vivo-river-plate-vs-banfield-en-vivo-sigue-minuto-a-minuto-el-duelo-por-la-copa-de-la-liga-profesional-futbol-argentino-noticia/
13, River Plate vs. Banfield EN VIVO: sigue EN DIRECTO el duelo por la Copa de la Liga Profesional ,River Plate vs. Banfield EN VIVO | ONLINE sigue el partido de la cuarta jornada de la Zona 3 de la Liga Profesional de Fútbol en el estadio Florencio Sola,"Conforme a los criterios deEl DT del ‘Taladro’ parece estar convencido con el rendimiento de los jugadores que participaron en el triunfo sobre Rosario Central (4-2) y repetirá la oncena. Mientras que esperarán una oportunidad en la banca Jesús Dátolo y Luciano Pons.Por su lado, Banfield arrancó a toda máquina el certamen: nueve puntos de nueve posibles. El cuadro comandado por Javier Sanguinetti buscará repetir una gran actuación contra la ‘Banda’, pues ya le ganó 3-1.Nacho Fernández superó un problema muscular y el delantero recibió el alta médica tras tener coronavirus. No obstante, el plan de Gallardo es darles minutos a los dos durante la contienda para que lleguen con algo de rodaje para el choque con Paranaense.Pero no serán los únicos ausentes, pues Nicolás de la Cruz (dio negativo a la prueba de coronavirus) también estuvo con el equipo nacional de Uruguay y no está en la convocatoria del ‘Muñeco’.De entrada, el técnico dará descanso a Franco Armani y Gonzalo Montiel. El portero y el defensor tuvieron actividad con la selección argentina en las Eliminatorias, por lo que volvieron desgastados.Los ‘Millonarios’ tienen la mirada puesta en el choque contra Atlético Paranaense de la próxima semana en los octavos de final de la Copa Libertadores. Por ello, Marcelo Gallardo reservará a los hombres más importantes del equipo.Banfield: Mauricio Arboleda: Emanuel Coronel, Alexis Maldonado, Luciano Lollo, Claudio Bravo; Jorge Rodríguez, Giuliano Galoppo, Mauricio Cuero, Martín Payero, Fabián Bordagaray; Agustín Fontana.River Plate: Enrique Bologna; Milton Casco, Robert Rojas, Javier Pinola o Bruno Zuculini, Fabrizio Angileri; Leonardo Ponzio, Santiago Sosa, Jorge Carrascal, Cristian Ferreira; Lucas Pratto y Lucas Beltrán.España – 1:30 a.m. (21 de noviembre)Brasil – 9:30 p.m.Uruguay – 9:30 p.m.Paraguay – 9:30 p.m.Chile – 9:30 p.m.Argentina – 9:30 p.m.Venezuela – 8:30 p.m.Bolivia – 8:30 p.m.Ecuador – 7:30 p.m.Colombia – 7:30 p.m.Perú – 7:30 p.m.México – 6:30 p.m.Fox Sports Premium es la señal habilitada para ver el partido por la Liga Profesional de Fútbol de Argentina que presentará a River Plate con el regreso de Ignacio Fernández y Rafael Santos Borré a la nómina de convocados.River Plate vs. Banfield EN VIVO | EN DIRECTO miden fuerzas este viernes 20 de noviembre en el partido válido por la cuarta jornada de la Zona 3 de la Copa de la Liga Profesional de Fútbol. El encuentro está programado para disputarse desde las 7:30 p.m. (horario peruano) en el estadio Florencio Sola.",2020-11-20T19:17:30-05:00,Actualizado el 20/11/2020 a las 19:17 ,https://elcomercio.pe/deporte-total/futbol-mundial/river-plate-vs-banfield-en-vivo-en-directo-online-ver-fox-sports-premium-la-copa-de-la-liga-profesional-de-futbol-nczd-noticia/
14,,,,,,https://elcomercio.pe/videos/global/largas-colas-en-miami-beach-para-la-realizacion-de-pruebas-de-covid-19-videos-nnav-agefe-global-noticia/
15,,,,,,https://elcomercio.pe/videos/global/nueva-york-afectada-por-el-aumento-de-casos-en-estados-unidos-videos-nnav-agefe-global-noticia/
16," Dos Santos: “Convertir un gol comenzando el partido me da confianza, lástima que no supimos aguantar”","El delantero de Universitario regresó a los campos de juego luego de más de un mes ante Sporting Cristal, logrando anotar el primero del partido.","La próxima fecha los cremas enfrentarán a Carlos Stein.Universitario se encuentra dos puntos debajo de Sporting Cristal en la tabla acumulad a falta de dos partidos.“La obligación de Universitario siempre es estar primero e iremos por los dos partidos que nos quedan, finalizó el atacante.“A retomar la confianza de nuevo. Convertir un gol comenzando el partido me da confianza, lástima que no supimos aguantar la diferencia las dos veces y nos llevamos un punto”.“Sí, el tema físico me pasó factura. Al último me cansé un poco, era normal, 35 días luego volver a jugar, no entrenar en las condiciones que quería. Gracias a Dios entrené lo que pude y llegué más del 50% en lo físico, tengo un físico privilegiado que no me cuesta tanto. Al final me costó un poquito, pero contento”, dijo Dos Santos.Tras el encuentro, el uruguayo dio sus impresiones y se mostró contento con su anotación pero no con el resultado.Entre las buenas noticias para el equipo de Ángel Comizzo, resalta el regreso de Jonathan Dos Santos, delantero que estuvo fuera por más de un mes por un desgarro en el muslo izquierdo. Ante los celestes regresó con gol.Universitario de Deportes aún tiene opciones de ser primero en la tabla acumulada de la Liga 1 luego de empatar ante Sporting Cristal (1-1) en un partido lleno de emociones por la fecha 7 de la fase 2 de la Liga 1.",2020-11-20T19:15:24-05:00,Actualizado el 20/11/2020 a las 19:19 ,https://elcomercio.pe/deporte-total/futbol-peruano/universitario-vs-sporting-cristal-jonathan-dos-santos-mostro-su-lamento-luego-de-no-poder-aguantar-el-resultado-liga-1-nczd-noticia/
17, Facundo Campazzo jugará en la NBA: armador argentino firmó por los Denver Nuggets,El argentino firmó por dos temporadas con los Denver Nuggets de la Conferencia Oeste de la NBA,"Conforme a los criterios deEl argentino de 29 años ostenta entre sus máximos trofeos los títulos de la Liga ACB, Euroliga, Copa del Rey y Supercopa de España. Se espera que pueda integrarse al sistema que plantea el entrenador Mike Malone que tiene como piezas fundamentales a Jamal Murray y Nikola Jokic.Asimismo, el armador captó la atención de los equipos de la NBA tras sus grandes actuaciones y logros con el Real Madrid tanto en la Liga ACB como en la Euroliga.Real Madrid guard Facundo Campazzo has agreed to a two-year deal with the Denver Nuggets, his agent Alex Saratsis tells ESPN.Como se recuerda, Campazzo, junto a Luis Scola, lideraron a la selección argentina en los Panamericanos Lima 2019 (medalla de oro) y Mundial China 2019 (medalla de plata). La noticia la ha develado el periodista especializado en NBA Adrian Wojnarowski. El corresponsal de ESPN afirmó que Alex Saratsis, agente de Campazzo, le confirmó la noticia que tanto han esperado en el baloncesto argentino. Facundo Campazzo jugará en la NBA. El armador argentino ha arreglado un contrato por dos temporadas con los Denver Nuggets de la Conferencia Oeste. El actual jugador del Real Madrid unirá fuerzas con Nikola Jokic y Jamal Murray para buscar mejorar lo realizado la temporada pasada: cayeron en las finales de la Conferencia Oeste frente a Los Ángeles Lakers.",2020-11-20T19:14:59-05:00,Actualizado el 20/11/2020 a las 19:14 ,https://elcomercio.pe/deporte-total/polideportivo/facundo-campazzo-jugara-en-la-nba-armador-argentino-firmo-por-los-denver-nuggets-noticia/
18, Congreso: ¿Qué bancadas le darían el voto de confianza al gabinete de Violeta Bermúdez?,"Zenaida Solís, vocera del Partido Morado, desmarcó que este vaya a ser “un gobierno morado”, mientras que José Vega, de UPP, mencionó que esta agrupación liderará “la oposición del Parlamento”.  El vocero de Podemos Perú confirmó que se apoyará al gabinete con el voto de confianza.","Consultado sobre un eventual voto de confianza, indicó que antes escucharán las propuestas y luego votarán. “Primero escucharemos, enterarnos y entender lo que plantean, luego votamos. Es un procedimiento simple. [¿Qué temas se deben incluir?] Cómo mejorar las respuestas del Estado ante el COVID-19, cómo enfrentar el problema de la educación pública porque ha quedado en evidencia que la educación ha distancia ha sido un fracaso”, concluyó.“[Nuestra posición] no va a cambiar, siempre va a ser apoyar lo bueno para el país y hacer críticas sobre lo que no está bien. En nuestro desempeño siempre ha sido así. Cuando nos hemos opuesto a algo hemos explicado por qué, y a favor también hemos sustentado nuestro voto”, declaró Columbus.Finalmente, el congresista Diethell Columbus, vocero de Fuerza Popular, destacó que el gabinete Bermúdez esté balanceado en cuanto a la presencia de mujeres y hombres, y destacó la presencia de los ministros Pilar Mazzetti y Waldo Mendoza, titular de Economía.En cuanto a Somos Perú, el congresista Luis Dioses comentó a este Diario que “un voto responsable significa apoyar esta gobernabilidad”. Es decir, apoyar con el voto de confianza al gabinete de Violeta Bermúdez. “Hacer lo contrario implicaría reavivar la crisis y confrontación política, que no es conveniente cuando se tiene que atender la emergencia de salud, reactivación económica, y las elecciones neutrales. La agenda tiene que ir a lo que demanda el país”, dijo.Luis Valdez, de Alianza para el Progreso (APP), respondió que “hoy más que nunca debemos mostrar actitudes que generen gobernabilidad”. En ese sentido, en tanto no existan hechos de corrupción o con malos manejos, “no habría razón en este momento para negar la confianza a este o cualquier otro gabinete” de ministros.Rocío Silva Santisteban comentó que hubo posiciones diversas en el grupo parlamentario. “El congresista Chacón votó en contra. Vamos a ver a ver cómo va. En todo caso, creo que en estos momentos es importante que nosotros comprendamos la sensibilidad de la ciudadanía”, anotó.Consultado sobre la posición que asumirá la bancada respecto al nuevo gabinete, indicó que continuarán con la “posición de lucha contra la corrupción”. Asimismo, solicitarán que se prioricen los temas salud pública, sistema educativo, fortalecimiento de la agricultura familiar y “la convocatoria para un plebiscito para consultar el cambio constitucional”, así como priorizar la defensa de los derechos humanos y la no criminalización de la protesta. “Vamos a oponernos a todo lo que vaya en contra de la población”, agregó Checco. Agregó que aún no pueden hablar sobre un eventual voto de confianza debido a que primero deberán dialogar y presentar sus propuestas de agenda.En cuanto al Frente Amplio, el vocero Lenin Checco dijo que solicitarán una reunión con el Ejecutivo para presentarles sus propuestas. “El gabinete debe asumir la propuesta del presidente sobre una posibilidad de trabajo conjunto en beneficio de las mayorías. Estamos en esa lógica de trabajar una agenda pueblo, a Martín Vizcarra le presentamos una agenda, a Walter Martos igual, y vamos a hacer la misma agenda y ejercicio con el actual gabinete y con el presidente Sagasti”, anotó.“Votamos a favor de la lista de Francisco Sagasti. En ese sentido y teniendo un gabinete que estará por ocho meses sería irresponsable de parte de nosotros no dar el voto de confianza. [...] tenemos que ser responsables y dar el voto de confianza. Es la propuesta que voy a llevar a la interna y apoyemos el gabinete. Mi opinión es apoyar y que se pueda gobernar en la emergencia sanitaria y crisis económica. No dar el voto es recomponer el gabinete. Mi propuesta es a favor y creo que esa será”, dijo Espinoza.Por parte de Podemos Perú, el vocero Aron Espinoza indicó que saludan y felicitan al nuevo gabinete, pero dijo que, de manera personal, le “sorprende” que la inclusión de la ministra de Salud, Pilar Mazzetti. “[...] no haya querido aceptar continuar en el cargo con el expresidente Merino, pero ahora con Sagasti sí ha aceptado. No entiendo ello, se supone que trabajamos por el Perú”, declaró a este Diario.Quienes han marcado un lineamiento de oposición es la bancada de Unión por el Perú (UPP). El vocero José Vega dijo a El Comercio que esta agrupación liderará “la oposición del Parlamento”. Asimismo, en cuanto al voto de confianza al nuevo gabinete, indicó que esperarán las propuestas. “[...] el planteamiento para ver la reactivación económica. También, qué va a hacer para enfrentar esta pandemia, la propuesta frente al rebrote. Luego, qué va a hacer el presidente Sagasti para el tema de seguridad ciudadana, tampoco se atendió el tema de colegios....la política de Estado para parar la pandemia de corrupción”, mencionó Vega.“Inevitablemente siendo el presidente un morado, no le voy a decir que estamos en la oposición. Cumpliremos nuestra misión desde el Congreso lo que le corresponde al Legislativo en cuanto a su posición respecto al Ejecutivo. Ver qué se hace, no se hace. Mantener la independencia de poderes”, agregó Solís.Zenaida Solís, vocera del Partido Morado, desmarcó que este vaya a ser “un gobierno morado” debido a que el presidente de transición, Francisco Sagasti, pertenecía a esta bancada en el Congreso. “Es un gobierno de transición y tiene la obligación de escuchar a todos y trabajar más que cualquier otro gobierno, no sentimos que sea un gobierno morado”.Una de las bancadas que ha dado un panorama favorable es el Frepap. La congresista Carmen Núñez, de este grupo, dijo esperar que los nuevos ministros prioricen temas que impulsen el desarrollo del país. Sobre el voto de confianza, anotó que lo evaluarán, sin embargo que darán un “voto de responsabilidad, en estas circunstancias evalúo que sí”.El congresista Ricardo Burga, vocero alterno de Acción Popular, dijo a El Comercio que aún no se han reunido como bancada y recién lo harán este sábado. Al ser consultado sobre la declaración de su colega Roel sobre el voto de confianza dijo que no daría “ningún comentario”. Sin embargo, apuntó que los temas que deberían ser considerados por el nuevo gabinete son la “lucha contra la pandemia, reactivación económica y generación de nuevos puestos de trabajo”.“Hay que ver las primeras acciones y gestos políticos de este gabinete. Recién asumió ayer [miércoles] y tendremos que ir escuchando sus planes, ideas de su gestión antes de llegar al voto de confianza, el cual yo creo que se le va a dar, es mi percepción, porque no podemos ya cometer errores. Tenemos que empezar a tener consciencia democrática, de gobernabilidad y pensar en el país”, añadió Roel.El congresista Luis Roel, como parte de una de las bancadas mayoritarias y segundo vicepresidente del Congreso, dijo esperar que en su agrupación -Acción Popular- “entienda” que este es un momento “histórico” para el Perú. “Es un momento donde la reflexión y coherencia debe superar los intereses particulares, las ideas personales y pensar en el interés general y en favor del país, que es hoy dar la mano al Poder Ejecutivo”, dijo el jueves Roel en diálogo con Canal N.Luego de confirmarse la composición del nuevo gabinete de ministros, representantes de las diferentes bancadas del Congreso se manifestaron sobre los perfiles que ocuparán ahora el Consejo de Ministros, liderado por la Violeta Bermúdez. El Partido Morado, Somos Perú, APP, Podemos Perú y el Frepap han anunciado que respaldarían al nuevo gabinete de ministros.Conforme a los criterios de",2020-11-20T19:13:40-05:00,Actualizado el 20/11/2020 a las 19:13 ,https://elcomercio.pe/politica/congreso-mayoria-de-bancadas-a-favor-de-darle-el-voto-de-confianza-al-gabinete-de-violeta-bermudez-noticia/
19,,,,,,https://elcomercio.pe/videos/global/venezuela-desafia-a-la-pandemia-y-adelanta-el-black-friday-videos-nnav-agefe-global-noticia/
